text,user_location,tweet_date,time,city
🌎 Mais um recorde: Chegamos a 3.950 novos óbitos por Covid-19 nas últimas 24h: Foram registradas 90.638 novas contaminações nas últimas 24h,"Araraquara, Brasil",2021-04-01,07:00:33,Araraquara
Covaxin: Anvisa rejeita pedido do Ministério da Saúde para importar vacina contra Covid-19,"São Paulo, Brasil",2021-04-01,07:00:16,São Paulo
Mds n aguento mais meu Deus isso,"São Luís, Brasil",2021-04-01,06:56:56,São Luís
Foi ai embora minha infância,"Timóteo, Brasil",2021-04-01,06:35:54,Timóteo
"Um erro humano em uma fábrica de Baltimore, nos Estados Unidos, teria causado a perda de 15 milhões de doses da vacina da Johnson &amp; Johnson contra a covid-19. A informação é do NEW YORK TIMES #COVID19 #coronavirus","São Paulo, Brasil",2021-04-01,06:40:16,São Paulo
"Hoje tá fogo...deu saudades de muita coisa...deu saudades da mãe e do pai, da vo e do vo...e do Pedro...ele é o meu neto...😭😭😭 #galega #COVID19 #confinamento #quarentena #DistanciamientoSocial #BolsonaroTeOdeio","Florianópolis, Brasil",2021-04-01,06:58:41,Florianópolis
Maldição coronavirus maldição consiguir nadaaa,"Franca, Brasil",2021-04-01,06:47:32,Franca
"Seg o NYT, a fábrica administrada pela Emergent BioSolutions produzia duas vacinas contra o #coronavirus e, acidental/e, misturou ingredientes delas há algumas semanas. Isso teria, além de arruinado a produção, atrasado a autorização das linhas de produção","São Paulo, Brasil",2021-04-01,06:40:17,São Paulo
chorei e não foi pouco 🥺☹️,"Taubaté, Brasil",2021-04-01,06:50:40,Taubaté
Opinião – Vinicius Torres Freire: Entenda o motivo do atraso ainda maior da vacinação contra a Covid-19 #Brasil,"Barra dos Coqueiros, Brasil",2021-04-01,07:03:18,Barra dos Coqueiros
Lançamentos do Apple TV+ em abril tem documentário sobre pandemia de COVID-19,"Rio de Janeiro, Brazil",2021-04-01,07:05:47,Rio de Janeiro
"Bolsonaro zombou da pandemia #COVID19, mesmo qdo ela levou o sistema de saúde do Brasil ao colapso. Ele ridicularizou os legisladores da oposição, q buscam seu impeachment. Seu principal rival é volta à arena política , ameaçando uma tentativa de reeleição","São Paulo, Brasil",2021-04-01,07:01:24,São Paulo
Rússia registra primeira vacina do mundo contra covid-19 para animais,"Santos, Brasil",2021-04-01,07:05:37,Santos
Professora e filha morrem com intervalo de 12 horas por complicações da covid-19,"Santos, Brasil",2021-04-01,07:05:35,Santos
Vacinação contra Covid-19 para jovens adultos na Guiana Francesa atrai brasileiros #Brasil,"Barra dos Coqueiros, Brasil",2021-04-01,07:03:20,Barra dos Coqueiros
"Covid-19 mata pai e filho com um dia de diferença no interior de MG. Liane e Matheus Ferraz, da cidade de Joaíma, tinham histórico de problemas de saúde e foram internados no início do mês.","Fortaleza, Brasil",2021-04-01,07:10:30,Fortaleza
"covid eu te odeio muito, muito mesmo. vai se fuder doença maldita","São Paulo, Brasil",2021-04-01,07:14:03,São Paulo
Foram realizados 5.700 testes rápidos e sorológicos nas zonas urbanas e rurais de 15 municípios sergipanos,"Sergipe, Brasil",2021-04-01,07:20:01,Sergipe
"Fora do grupo de risco, 899 bebês morreram pela Covid-19 no Brasil em 2020","Santos, Brasil",2021-04-01,07:05:36,Santos
"Excelente, Ministro! Essa basta uma dose. A população precisa ser vacinada para que o covid19 seja contido.","Belo Horizonte, Brasil",2021-04-01,07:43:29,Belo Horizonte
"Marco de 2021, o mês do horror. E o que faz o genocida? Quer comemorar outro horror, que foi a Ditadura militar, página sangrenta da história do Brasil. Tchau, março! 👉🏽Março se encerra como pior mês da pandemia com recorde de mortes","Bahia, Brasil",2021-04-01,07:41:14,Bahia
"Assista a ""Por que a covid-19 piora no Chile, apesar da vacinação em massa"" no YouTube","Tubarão, Brasil",2021-04-01,07:34:44,Tubarão
Rússia sai na frente e registra 1ª vacina contra Covid-19 para animais,"João Pessoa, Brasil",2021-04-01,07:37:09,João Pessoa
"#Vidente Abril será um mês com mais morte por covid-19 chagara a 4,2 mil mortes por dia","Serra, Brasil",2021-04-01,07:44:19,Serra
Mortes em 24h no Brasil batendo quase 4000... Não há sanidade mental que aguente muito 😞,"Rio de Janeiro, Brasil",2021-04-01,07:49:55,Rio de Janeiro
"Bolsonaro afirmou (em 22/03/20) que a previsão do governo era de que o número de mortes pela Covid-19 no Brasil não superaria o número de 800. Ontem, tivemos 800 mortes registradas em menos de 5 HORAS. No total, já são mais de 320.000 vidas perdidas. #BolsonaroDay #DiaDoMinto","São Paulo, Brasil",2021-04-01,07:39:21,São Paulo
"3 lockdown.... Eu acho engraçado que aqui no Brasil existe uma fascinação com tudo que é importado, pq a galera não se fascina com lockdown tbm?","Niterói, Brasil",2021-04-01,07:52:36,Niterói
"O Instituto Butantan em São Paulo está trabalhando energicamente, com 300 funcionários divididos em 4 turnos, para acelerar o processo da primeira vacina contra Covid-19 produzida no Brasil. Mas não é só o instituto que está atrás de uma vacina nacional.","Barretos, São Paulo, Brasil",2021-04-01,08:03:00,Barretos São Paulo
"Chico de Chiquititas, João Acaiabe morre aos 76 anos em decorrência da Covid-19 &gt;","São Paulo, Brasil",2021-04-01,07:48:03,São Paulo
Status Update 250 reais de auxílio (caso você receba) 2021: Pão e Coronavirus pra todo mundo,"São Paulo, Brasil",2021-04-01,07:56:01,São Paulo
"Segundo a CNN, empresa que emprega esse IDIOTA, 1 a cada 5 brasileiros internados por COVID19, chegam ao óbito! Aí, vem um cretino desse, negacionista safado, querendo aparecer e fazer sala pra esse bando de gado FDP!","Recife, Brasil",2021-04-01,07:47:51,Recife
"meu vizinho faleceu por decorrência do covid19... ah, que tristeza, meu Deus! 😭","Ibituruna, Brasil",2021-04-01,08:01:18,Ibituruna
Aqui na minha cidade os jornais e a prefeitura diz ter 115 óbitos decorrentes de covid19. Agora como saber se é verdade? Não conheço e ninguém que conheço tem algum conhecido que foi a óbito por covid19. Deveria existir uma agência de checagem para contabilizar as vítimas.,"Poços de Caldas, Brasil",2021-04-01,08:26:31,Poços de Caldas
"🇧🇷💉 O Ministério da Saúde já fez a distribuição de quase 35 milhões de doses de imunizantes contra a Covid-19 aos estados brasileiros. Mais de 18 milhões de vacinas foram aplicadas, 14 milhões referentes à 1ª dose e 4 milhões à 2ª. Fonte: Ministério da Saúde","São Paulo, Brasil",2021-04-01,08:30:47,São Paulo
Roberto Cabrini mostra impacto da crise da covid-19 nas comunidades pobres do Brasil (Domingo Espetacular 28/03/2021),"Barretos, São Paulo, Brasil",2021-04-01,08:17:54,Barretos São Paulo
"Ainn q isso essa doença está acabando cmg Jesus, fez um belo papel na Chiquititas , marcou minha infância! 😢🤍","Rio de Janeiro, Brasil",2021-04-01,08:14:29,Rio de Janeiro
Quem quiser casar em MS é só chamar essa promotora aqui de convidado.,"Fortaleza, Brasil",2021-04-01,08:36:57,Fortaleza
"o brasil batendo novo recorde com quase 4k de mortes pelo covid-19 em 1 dia, faça alguma coisa pelo amor de deussssss","Natal, Brasil",2021-04-01,08:32:46,Natal
"Estranho, não??","Rio de Janeiro, Brasil",2021-04-01,08:19:38,Rio de Janeiro
"Mais recusado do que eu pelas mulheres, só vacinas para covid-19 pelo","Sao Paulo, Brazil",2021-04-01,08:31:57,Sao Paulo
AL atinge a marca de 8.101 altas de pacientes com Covid-19 internados na rede pública,"Alagoas, Brasil",2021-04-01,08:11:40,Alagoas
AL contabiliza mais de 8 mil altas de pacientes com Covid-19 internados na rede pública,"Alagoas, Brasil",2021-04-01,08:03:12,Alagoas
Fez parte da minha infância todinha.🥺🥺,"Niterói, Brasil",2021-04-01,08:35:30,Niterói
Pedidos de vagas de UTI para Covid-19 via Defensoria disparam e chegam até mesmo a delegacia,"Rio de Janeiro, Brasil",2021-04-01,08:25:26,Rio de Janeiro
O que mais precisa acontecer? Parece um pesadelo q não acaba... Quero acordar 😔,"Espírito Santo, Brasil",2021-04-01,08:31:21,Espírito Santo
"A alienação e pânico geram essas memórias distorcidas da realidade. Pessoas com o seu mesmo senso de realidade irão dizer no futuro que a Covid-19 foi um plano comunista para derrubar o alecrim dourado, vulgo bolsonaro.","Santa Cruz do Sul, Brasil",2021-04-01,08:04:50,Santa Cruz do Sul
Pai e filha morrem de Covid-19 em um intervalo de menos de 48 horas em Natal,"João Pessoa, Brasil",2021-04-01,08:43:41,João Pessoa
E n é coçando os sacos que o BR vai vencer o #COVID19,"Salvador, Brasil",2021-04-01,08:59:03,Salvador
Não respire o ar alheio: como evitar o coronavírus em ambientes fechados,"Teresina, Brasil",2021-04-01,08:53:33,Teresina
"O ator João Acaiabe, de 76 anos, morreu na madrugada desta quinta (1), de Covid-19. A informação foi confirmada por amigos. João estava no ar em Chiquititas, no SBT, como o Chef Chico. 😪 #JoaoAcaiabe #Covid19 #Luto","São Paulo, SP, Brasil",2021-04-01,08:42:35,São Paulo
que pena que ninguém tá avisando.,"Cocal do Sul, Brasil",2021-04-01,08:45:29,Cocal do Sul
Pai e filha morrem de Covid-19 em um intervalo de menos de 48 horas em Natal,"João Pessoa, Brasil",2021-04-01,08:44:20,João Pessoa
"daqui a pouco tamo chegando a 4 mil... Cara, eu tô ----","Rio de Janeiro, Brasil",2021-04-01,08:46:59,Rio de Janeiro
Cambada dê Otarios Acéfalos!!!#DitaduraNãoSeComemora,"São Paulo, Brasil",2021-04-01,08:51:18,São Paulo
Prefeitos pedem apoio internacional para enfrentar a pandemia.,"São Paulo, Brasil",2021-04-01,08:55:44,São Paulo
Brasil bate recorde e registra 3.869 mortes por Covid-19 nas últimas 24h,"João Pessoa, Brasil",2021-04-01,08:46:41,João Pessoa
Bom dia Unica forma de combater o coronavirus é a vacina temos que ter mais vacinas #bomdiadf,"Brasília, Brasil",2021-04-01,09:09:04,Brasília
ENFIARAM O GENERAL NO FIOFÓ DE CLOROQUINA DO GENOCIDA!!!! Bolsonaro dá comando do Exército a general que freou pandemia nos quartéis com distanciamento social | Atualidade | EL PAÍS Brasil,"Rio de Janeiro, Brasil",2021-04-01,09:09:37,Rio de Janeiro
Cotia voltará a vacinar contra coronavírus na próxima semana,"Cotia, Brasil",2021-04-01,09:02:09,Cotia
"Ano passado eu achei que o início do covid-19 tinha estragado meu aniversário, esse ano percebi que fui eu ""eee parabéns pra mim"" 🤡","Estrela Dalva, Brasil",2021-04-01,09:07:17,Estrela Dalva
Oi Já se vacinou? E o #gado?,"Curitiba, Brasil",2021-04-01,08:59:20,Curitiba
"Descanse em paz, João Acaiabe. Eterno Chefe Chico de Chiquititas. Marcou minha infância todinha, queria que fosse só uma pegadinha de primeiro de abril. Mais uma vida levada pela COVID-19 😭","Conselheiro Lafaiete, Brasil",2021-04-01,09:12:08,Conselheiro Lafaiete
"Hoje, 1º de Abril, é o Dia da Mentira. Eu espero que, pelo menos esse ano, a mídia não brinque; em memória das vítimas e, também, para não perdermos o foco na luta contra o Coronavírus. #brasil #COVID19","Salvador, Bahia, Brazil",2021-04-01,09:11:34,Salvador Bahia
VOCÊS NÃO TÃO ENTENDENDO A GRÁVIDADE DO COVID-19 AQUI NA MINHA CIDADE A GENTE TÁ BATENDO UMA QUANTIDADE ABSURDA DE CASOS,"Medianeira, Brasil",2021-04-01,09:10:52,Medianeira
+ Esse dado saiu de um estudo de modelagem de dados do Imperial College London sobre prever diferentes cenários pra COVID-19 em todo mundo. Ele não tirou nada da cabeça dele. Só repassou uma informação +,"ES, Brasil",2021-04-01,09:08:31,
Monitor do coronavírus – Lagom Data,"Porto Alegre, Brasil",2021-04-01,09:05:25,Porto Alegre
Países criticam falta de transparência sobre origem do coronavírus,"Cotia, Brasil",2021-04-01,09:01:31,Cotia
PAINEL CONASS | COVID-19,"Brasília, Brasil",2021-04-01,09:07:33,Brasília
Corona Vírus Bolsonaro. Bolsonaro Corona Vírus. Matéria LIXO como sempre a de vcs!,"Rio de Janeiro, Brasil",2021-04-01,09:12:26,Rio de Janeiro
"Segundo dados do Ministério da Saúde, foram 66.573 mortes por Covid-19 no terceiro mês deste ano","Boquim, Brasil",2021-04-01,09:15:17,Boquim
Vídeo: acamado aguarda vacinação contra Covid-19 há um mês em Campos -,"Campos dos Goytacazes, Brasil",2021-04-01,09:20:08,Campos dos Goytacazes
"São Paulo continua batendo recorde de óbitos por covid19, sem informarem o CPF. Governo Federal distribuiu 35 milhões de vacinas. foram usadas apenas 17 milhões. Esconderam 18 milhões. Quantas vacinas estão em São Paulo que não foram utilizadas? Isso é crime hediondo. #DoriaDay","Rio de Janeiro, Brasil",2021-04-01,09:29:32,Rio de Janeiro
"Chico de Chiquititas, João Acaiabe morre aos 76 anos em decorrência da Covid-19 · Notícias da TV","Boquim, Brasil",2021-04-01,09:15:07,Boquim
"Valdir Colzani, professor universitário e advogado morre vítima de Covid-19 em Brusque | NSC Total","Boquim, Brasil",2021-04-01,09:19:36,Boquim
Tragédia: Estudante de 25 anos morre de Covid-19 menos de 48 horas após perder o pai para a doença // ACESSE,"Vitória da Conquista, Brasil",2021-04-01,09:25:03,Vitória da Conquista
Pai de Yudi Tamashiro morre após complicações da Covid-19 - ISTOÉ Independente,"Boquim, Brasil",2021-04-01,09:13:19,Boquim
Day 374 - 😷🦠 #Quarentena #COVID19 #CoronaVirus #EuFicoEmCasa #HomeOffice #TodosPorTodos #FicaEmCasa  #UseMascara  #Brasil ( Guarulhos in São Paulo),"São Paulo, Brasil",2021-04-01,09:21:37,São Paulo
Grupo de médicos espalha outdoors por Curitiba em defesa do tratamento precoce da Covid-19,"Fortaleza, Brasil",2021-04-01,09:14:38,Fortaleza
"Descanse em paz chefe chicoo, será uma linda estrela 😔💔","Praia Grande, Brasil",2021-04-01,09:17:06,Praia Grande
"Os pássaros insistem em saudar o dia. E o gigante Brasil chora os quase 4000 mortos por COVID-19 em um dia. Meus sentimentos a todos aqueles que perderam um ente querido para essa terrível doença. Por mais vacinas, pelo isolamento social, pelo uso de máscaras.","Goiânia, Brasil",2021-04-01,09:21:15,Goiânia
Suposto filho pede suspensão de inventário de ACM Procedimentos para comprovação do parentesco foi adiando por causa da pandemia da Covid-19,"Salvador, Brasil",2021-04-01,09:27:55,Salvador
((Polícia Federal prende falsa enfermeira suspeita de aplicar vacinas contra a Covid-19 em empresários de BH)),"São Paulo, Brasil",2021-04-01,09:30:44,São Paulo
Sergipe registrou 23 mortes pela Covid-19 e mais 907 casos do novo coronavírus nas últimas 24h | Sergipe | G1,"Boquim, Brasil",2021-04-01,09:27:59,Boquim
"Cláudio Petraglia morre no Rio, vítima da Covid-19 | Rio de Janeiro | G1 Cláudio ajudou a fundar a TV Cultura de São Paulo e a TV Bandeirantes do Rio","Boquim, Brasil",2021-04-01,09:16:44,Boquim
Ex-deputado estadual mineiro Ivair Nogueira morre de COVID-19 - Politica - Estado de Minas,"Boquim, Brasil",2021-04-01,09:16:35,Boquim
"Se vc votou ""17"" e não está arrependido do seu voto, vc é genocida igual o Bozo, Obg de nada","Ribeirão Pires, Brasil",2021-04-01,09:23:02,Ribeirão Pires
"Chico de Chiquititas, João Acaiabe morre aos 76 anos em decorrência da Covid-19","Brasília, Brasil",2021-04-01,09:30:39,Brasília
Me da uma inveja e certo desespero vendo a vacinação de amigos e conhecidos que moram fora do Brasil! #querovacina #sus #COVID19 #ForaBolsonaro,"Rio de Janeiro, Brasil",2021-04-01,09:38:24,Rio de Janeiro
O Rio Grande do Norte amanheceu hoje com 300.470 pessoas vacinadas contra Covid-19 #Sus #VacinaParaTodos #vacinas,"Natal, RN, Brasil",2021-04-01,09:44:17,Natal
Ué. Mas já não bastava os outros?,"Casimiro de Abreu, Brasil",2021-04-01,09:42:09,Casimiro de Abreu
UM BRASILEIRO MORREU A CADA 22 SEGUNDOS NO DIA DE ONTEM!,"São Paulo, Brasil",2021-04-01,09:43:00,São Paulo
S7 Airlines Lança Promoção De Troca De Vistos Expirados Por Milhas,"Rio de Janeiro, Brasil",2021-04-01,09:44:20,Rio de Janeiro
Rússia registra primeira vacina do mundo para animais contra covid-19,"Caicó, Seridó, RN, Brasil",2021-04-01,09:38:50,Caicó Seridó
Bolsonaro é o pior governo no mundo a lidar com a pandemia do #COVID19.,"Mirassol, Brasil",2021-04-01,09:46:09,Mirassol
"Quem tem q tomar decisão pra isto não acontecer não toma. Se o povo fizer o q está pensando em fazer, aparecerá um monte d FDP municipal, estadual e FEDERAL pra baixar o porrete em nós. Corja d FDP. Quem tem poder NÃO FAZ. São bons pra nos acuasar de não sair nas ruas. ADIANTOU??","Estado de São Paulo, Brasil",2021-04-01,09:36:38,Estado de São Paulo
"Vacina resolve tanto que os países como Israel é outros que estão com mais de 70% da população vacinada não tiveram mais mortes por covid19. O que está faltando é uma política eficiente de combate ao vírus. Não é somente mandar o povo trabalhar, é criar condições para isso.","Pernambuco, Brasil",2021-04-01,09:39:52,Pernambuco
Vamos acelerar. Só há este caminho. Avante,"São Paulo, Brasil",2021-04-01,09:48:24,São Paulo
MEU DEUS 😭😭😭😭,"Rio de Janeiro, Brasil",2021-04-01,09:46:45,Rio de Janeiro
Filhos de uma puta Prendem os trabalhadores em casa mas quando a festinha é sua tá de boas,"Pará, Brasil",2021-04-01,09:43:55,Pará
Até tu Brutus?,"São Luís, Brasil",2021-04-01,09:33:23,São Luís
"Austrian Airlines Lança Serviço Três Vezes Na Semana Para Zaporizhzhi, Ucrânia","Rio de Janeiro, Brasil",2021-04-01,09:33:28,Rio de Janeiro
Que Deus dê o consolo a família enlutada.,"Rio Grande do Norte, Brasil",2021-04-01,09:46:29,Rio Grande do Norte
"Gasolina em Fernando de Noronha está custando 8,27 😳😳 e na sua cidade tá quanto ?? #COVID19 #gasolina #combustivel","Resende, Brasil",2021-04-01,09:34:27,Resende
Arapiraca confirma cinco mortes por Covid-19 em 24 horas,"Alagoas, Brasil",2021-04-01,09:59:12,Alagoas
"Aquela matéria dizendo que o Brasil seria celeiro de variantes era real oficial, caralho...","Porto Alegre, Brasil",2021-04-01,09:49:18,Porto Alegre
Enquanto milhares de pessoas morrem de #COVID19 o governo pensa em que dar o golpe? Não #DitaduraNuncaMais,"Mirassol, Brasil",2021-04-01,09:51:25,Mirassol
Meu Deus que triste🥺🥺🥺,"São Paulo, Brasil",2021-04-01,09:54:37,São Paulo
Variante do coronavírus semelhante à da África do Sul foi detectada em Sorocaba (),"São Paulo, Brazil",2021-04-01,10:00:01,São Paulo
A vacina é a salvação!! Feliz 1o de abril! #AgripinoDay,"Brejinho, Brasil",2021-04-01,09:52:50,Brejinho
"Sim, tinha de ser desumano mesmo, os terroristas e assaltantes de bancos matavam as pessoas, todos eram bandidos perigossimos que faziam muito mal as pessoas, e hoje estamos quase igual a 1964, os infames socialistas criaram até o miserável coronavirus que matou muitas pessoas né","Manaus, Brasil",2021-04-01,09:50:36,Manaus
Washington Post diz que Cuba pode se tornar uma potência de vacinas contra o coronavírus,"Olinda, Brasil",2021-04-01,09:52:44,Olinda
Covid-19 7x1 brazzzziuuu. Passou da hora de trocar o treinador.,"Porto Alegre, Brasil",2021-04-01,09:58:03,Porto Alegre
Eu não tô acreditando 😔,"Taubaté, Brasil",2021-04-01,09:57:34,Taubaté
"'É mais importante sua vida que o comércio', diz prefeito que viralizou após pai e irmão morrerem de covid-19","Goiânia, Brasil",2021-04-01,09:50:37,Goiânia
Pai de Yudi Tamshiro morre após complicações de Covid-19,"Socorro do Piauí, Brasil",2021-04-01,09:51:38,Socorro do Piauí
Isso aqui literalmente significa brincar com a vida das pessoas. É preciso dar um basta imediato.,"Salvador, Brasil",2021-04-01,09:49:39,Salvador
"1. Primeiro de abril, dia da mentira! Infelizmente, vivemos em um país governado pela mentira. Já ouvimos que a Covid-19 era uma gripezinha, que a cloroquina seria um milagre, que o volume de incêndios na Amazônia é normal e que o auxílio emergencial era suficiente.","Vila Velha, Brasil",2021-04-01,10:06:56,Vila Velha
"Do jeito que os corruptos gostam ! Comunismo mata , corrupção mata e o Senado é responsável por essa tragédia no Brasil ! #covid19 #corruption #DemitaUmSenador2022","Salvador, Brasil",2021-04-01,10:14:50,Salvador
Mais uma variante? Brasil produzindo novas mutações? Não é novidade....,"Santa Catarina, Brasil",2021-04-01,10:07:07,Santa Catarina
"Não! É 1º de abril, mas isso NÃO É MENTIRA! 🖤 RT - O coronavírus não escolhe suas vítimas, e os números mostram isso de forma cada vez mais clara. Mais de 331 mil jovens entre 20 e 39 anos contraíram Covid-19 na Bahia desde o início da pandemia.","Bahia, Brasil",2021-04-01,10:05:49,Bahia
"A vacinação contra a Covid-19 para os idosos da nova faixa-etária será iniciada já nesta quinta-feira, 1º de abril, quando passarão a ser imunizados os que têm 69 anos.","São Luís, Brasil",2021-04-01,10:01:25,São Luís
"Os dois chefe Chico partiram de covid, q mundo é esse?","São Paulo, Brasil",2021-04-01,10:12:19,São Paulo
Estamos beirando os 4k de mortes por #COVID19 😭 #ImpeachmentDeBolsonaroUrgente,"Salvador, Brasil",2021-04-01,10:05:09,Salvador
"Sem doses no estoque, Campo Grande suspende vacinação contra Covid-19","Campo Grande, Brasil",2021-04-01,10:01:54,Campo Grande
"Enquanto não tiver lockdown de verdade, a seleção natural favorecerá o coronavirus. Esta é a primeira de muitas variantes que virão. , enquanto vacina todos os paulistas, tranca o povo em casa. Sem medo.","Santo André, Brasil",2021-04-01,10:07:27,Santo André
Tudo isso pra gerar pânico e medo na população. A mídia sempre enganando! Mas nós temos a internet pra mostrar o que a e a não mostra . Fato ocorrido em Espírito Santo. #STFCumpliceDeBandidos #BolsonaroTemRazao #BalancoGeral #COVID19 #ES,"Belo Horizonte, Brasil",2021-04-01,10:12:28,Belo Horizonte
prefeito perde pai e irmão por covid-19,"Vitória, ES, Brazil",2021-04-01,10:11:29,Vitória
BRF ANUNCIA NOVO PLANO DE DOAÇÕES DE R$ 50 MILHÕES NO COMBATE À COVID-19,"Capinzal, Brasil",2021-04-01,10:03:07,Capinzal
📰 #F5 - Jornal dos Canyons 😷 🇧🇷 #Covid19 👉🏻 Total de Infectados: 12.748.747 👉🏻 Novos Diagnósticos 24 hs: 90.638,"Praia Grande, Brasil",2021-04-01,10:08:56,Praia Grande
"A vacinação contra a Covid-19 para os idosos da nova faixa-etária será iniciada já nesta quinta-feira, 1º de abril, quando passarão a ser imunizados os que têm 69 anos.","Maranhão, Brasil",2021-04-01,10:01:25,Maranhão
3 x mais que a média de sepultamentos. E a gente assistindo a câmara aprovar frente parlamentar sobre tratamento precoce enquanto o prefeito tira placas de poste sem usar a mascara.,"Porto Alegre, Brasil",2021-04-01,10:12:37,Porto Alegre
Orações para o amigo Danilo. 🙌🏽,"Juazeiro, Brasil",2021-04-01,10:08:06,Juazeiro
#COVID19 irá matar mais de 4.000 hoje no Brasil ?? responde aí também ☠☠☠☠ 🐊🐊🐊🐊,"Resende, Brasil",2021-04-01,10:09:08,Resende
"Prefeitura de Itajaí distribui 2,5 milhões de comprimidos de remédio sem eficácia comprovada contra a Covid-19","Santa Catarina, Brasil",2021-04-01,10:08:03,Santa Catarina
Pelas replies eu afirmo: o Brasil precisa acabar,"Belo Horizonte, Brasil",2021-04-01,10:04:56,Belo Horizonte
Tá podre ainda e têm que ferver porque está com coliformes fecais e o lençol freático comprometido pelo COVID19.,"Rio de Janeiro, Brasil",2021-04-01,10:07:41,Rio de Janeiro
"Uma boa ""pena alternativa"" aos q, deliberadamente, desrespeitam o isolamento seria trabalhar como ""voluntários"" em hospitais q tratam a #COVID19","Fortaleza, Ce, Brasil",2021-04-01,10:16:58,Fortaleza Ce
"Em março, o país chegou a mais de 66 mil mortes por Covid-19","São Paulo, Brasil",2021-04-01,10:15:32,São Paulo
Muito boa leitura.,"São Paulo, Brasil",2021-04-01,10:15:10,São Paulo
Suor masculinos saindo dos meus olhos....,"Rio de Janeiro, Brasil",2021-04-01,10:16:09,Rio de Janeiro
Dormentes registra quarto óbito pelo novo coronavírus e confirma 989 casos,"Petrolina, Brasil",2021-04-01,10:20:56,Petrolina
"Até o último dia 25, eram 122 mortes registradas. Número de pessoas mais jovens com quadros graves da doença tem aumentado. #BetimOnline","Betim, Brasil",2021-04-01,10:54:36,Betim
Bolsonaro tá certo! Trancar pessoas não funciona!,"Macaé, Brasil",2021-04-01,10:17:54,Macaé
"Um governante sem governabilidade é tudo que os golpistas precisam para seguir com seus planos, sem sujarem as mãos no sangue do povo que está sendo derramado. Este ano, haverá muito rumor de impeachment, para forçar ""a bic"" a assinar decretos genocidas.","Minas Gerais, Brasil",2021-04-01,10:14:52,Minas Gerais
Aqui na matéria tem o exemplo perfeito do carro pra quem tem que pegar Uber: peça pro motorista já vir de janelas abertas.,"São Paulo, Brasil",2021-04-01,10:17:20,São Paulo
Qual a necessidade pra tanta mentira ?,"Niterói, Brasil",2021-04-01,10:54:53,Niterói
E a Covid-19 acaba de levar una parte da minha infância.,"Joinville, Brasil",2021-04-01,10:21:19,Joinville
meu deus o tio do sítio do pica pau amarelo 😭😭😭😭,"Maceió, Brasil",2021-04-01,10:23:29,Maceió
Foi impressão minha ou ontem as manifestações pró-ditadura foram esvaziadas. Parecem que perderam força. Estariam morrendo de covid-19 os apoiadores?,"Rio de Janeiro, Brasil",2021-04-01,10:22:21,Rio de Janeiro
Outro querido colega que perdemos! 😢🙏,"São Luís do Maranhão, Brasil",2021-04-01,10:18:51,São Luís do Maranhão
Há razões para desconfiar de que a OMS não disse tudo o que sabe sobre a origem do coronavírus na China - PAULO MARQUES NOTÍCIAS,"Três de Maio, Brasil",2021-04-01,10:20:33,Três de Maio
"olha, não tô sabendo lidar mais com essa doença não, senhor 😫","Rio de Janeiro, Brasil",2021-04-01,10:57:56,Rio de Janeiro
Que descanse em paz 🙏🏻,"São Paulo, Brasil",2021-04-01,10:59:30,São Paulo
"A covid-19 infelizmente existe. Porém temos que ter empatia para descobrir que temos duas mãos: uma para passar álcool em gel na outra , e as duas pra colocar a máscara é ajudar o próximo. #bdmg","Belo Horizonte, Brasil",2021-04-01,10:55:59,Belo Horizonte
Meu coração está com buraquinhos agora Vá em paz ♥️,"Rio de Janeiro, Brasil",2021-04-01,11:01:44,Rio de Janeiro
Aruanã proíbe pesca no Rio Araguaia para evitar a Covid-19,"Formosa, Brasil",2021-04-01,10:56:13,Formosa
“Você não está sozinho“. “Vai dar tudo certo”. Foram as frases estampadas em placas de ânimo e encorajamento para os que lutam contra a Covid-19 no Hospital Municipal e na UPA Zona Sul da cidade ❤️,"Maringá, Brasil",2021-04-01,10:56:48,Maringá
"Lembrando que se o falecido tinha todos os sintomas da covid mas por uma falha na coleta da amostra deu negativo no PCR, vai pras estatísticas como SRAG e não como Covid19. Assim como a maioria dos que morrem fora do hospital.","Florianópolis, Brasil",2021-04-01,11:00:09,Florianópolis
Aí as 500 milhões de vacina,"Itaguaí, Brasil",2021-04-01,11:01:06,Itaguaí
Vcs são cúmplices destas mortes. Lembraremos nas eleições.,"Curitiba, Brasil",2021-04-01,10:57:49,Curitiba
"Com Covid-19 em alta, França endurece confinamento","Itabuna, Bahia, Brasil",2021-04-01,10:56:21,Itabuna Bahia
"Diretor-presidente da Apami, Augusto Coelho testa positivo para Covid-19","Petrolina, Brasil",2021-04-01,11:01:08,Petrolina
"A vacinação contra a Covid-19 para os idosos da nova faixa-etária será iniciada já nesta quinta-feira, 1º de abril, quando passarão a ser imunizados os que têm 69 anos.","São Luís, Brasil",2021-04-01,11:01:03,São Luís
"- Oposição pede ao TCU que investigue pagamentos do Governo Federal para influencers defenderem tratamento comprovadamente ineficazes; - Ministério da Saúde reduz de 47 milhões para 25,5 milhões de doses de vacina para abril; #COVID19","Pelotas, Brasil",2021-04-01,10:57:26,Pelotas
"poxa, o Tio Barbane 😔","Rio de Janeiro, Brasil",2021-04-01,11:00:35,Rio de Janeiro
