text,user_location,tweet_date,time,city
- Peru entra em lockdown hoje até domingo; - França anuncia 3° lockdown a partir de sábado por 30 dias; - Sérvia abre campanha de vacinação em países vizinhos. #COVID19,"Pelotas, Brasil",2021-04-01,10:57:28,Pelotas
O Instituto anunciou o desenvolvimento da 1a. #vacinabrasileira contra #covid19: a #ButanVac,"São Paulo, Brasil",2021-04-01,11:01:33,São Paulo
#covid19 | O determinou que parte das forças de segurança será vacinada antes das pessoas com comorbidades. Veja mais informações sobre a medida:,"Brasília - DF, Brasil",2021-04-01,11:00:02,Brasília
Vamos dar Graças ao que está fazendo tudo isso acontece.,"Aracaju, Brasil",2021-04-01,10:57:56,Aracaju
"Março foi o pior mês da pandemia do novo coronavírus no Brasil. O período registrou 66.868 mortes devido à Covid-19, segundo dados do consórcio de veículos de imprensa. #Março #COVID19","São Paulo, Brasil",2021-04-01,10:56:17,São Paulo
- PGR pede suspensão de decreto que proíbe cultos religiosos presenciais em SP; - Defensoria apura 5 mortes por falta de oxigênio em Arraial do Cabo-RJ; - TRF-1 suspende liminar e lockdown no DF é cancelado; #COVID19,"Pelotas, Brasil",2021-04-01,10:57:27,Pelotas
Que tristeza meu Deus😭😭💔,"Rio de Janeiro, Brasil",2021-04-01,11:00:27,Rio de Janeiro
Prefeito João Campos apresenta ações do Recife contra a Covid-19 em reunião de líderes da Comunitas,"Recife, Brasil",2021-04-01,10:56:01,Recife
- Março foi o pior mês da pandemia com mais de 66 mil mortes; - Brasil tem 19 capitais com mais de 90% de ocupação de leitos de UTI; - Mais de 700 pessoas aguardam por um leito de UTI no RJ; #COVID19,"Pelotas, Brasil",2021-04-01,10:57:26,Pelotas
Meu DEUS que pena !,"Recife, Brasil",2021-04-01,11:02:01,Recife
"Que tristeza, se foram os dois Chicos 😔","Brasília, Brasil",2021-04-01,11:11:09,Brasília
Finalistas na categoria Mitigação da Covid-19 do Empreendedor Social do Ano vão à votação popular,"Goiânia, Goiás, Brasil",2021-04-01,11:05:02,Goiânia Goiás
"Mais razões para usar a razão na prática médica, não o pensamento mágico!","Rio Grande do Sul, Brasil",2021-04-01,11:09:50,Rio Grande do Sul
13 Estados e Brasília têm toque de recolher; saiba o que abre no feriadão,"Belo Horizonte, Brasil",2021-04-01,11:10:29,Belo Horizonte
eu tava falando dele esses dias 😪☹️,"Palmas, Brasil",2021-04-01,11:04:58,Palmas
Idosos com 66 anos ou mais podem ser vacinados contra Covid-19 em Cascavel,"Cascavel, PR, Brasil",2021-04-01,11:03:13,Cascavel
"Em pior mês da pandemia, Brasil registra quase 4 mil mortes por COVID-19","Pelotas, Brasil",2021-04-01,11:05:34,Pelotas
"O próprio #AgripinoDay confessa que o lockdown não funciona. O fato de São ter batido recorde de novos casos de COVID e de mortes é uma prova de que lockdown, na verdade, é uma estratégia assassina. #DoriaDay","Brasília, Brasil",2021-04-01,11:02:51,Brasília
ainda tô sem acreditar.. minha infância todinha eram os dois,"Rio de Janeiro, Brasil",2021-04-01,11:05:29,Rio de Janeiro
"Olha só , mais uma pra sua conta de genocida. #BolsonaroDay","Santo André, Brasil",2021-04-01,11:07:55,Santo André
Segunda Páscoa da Covid-19 quebra turismo no RS,"Goiânia, Goiás, Brasil",2021-04-01,11:05:07,Goiânia Goiás
"💉Os idosos acima de 67 anos que ainda não se vacinaram contra a Covid-19 terão a partir dessa quinta, 1º, novos pontos de vacinação. O imunizante será oferecido em 2 Unidades de Saúde da Família, e drive thru no Ginásio Ayrton Sena e Praia da Graciosa.","Palmas, Brasil",2021-04-01,11:10:00,Palmas
Descanse em paz João Acaiabe O ator foi mais uma vítima da covid-19 e atualmente está no ar na reprise de Chiquititas (SBT).,"Santa Maria, Brasil",2021-04-01,11:08:50,Santa Maria
"Em meados de 2020, a Escola de Saúde Pública de Harvard (EUA) publicou um manual para a reabertura de escolas ―hoje uma referência para os centros educacionais― que também apontava esses medidores como uma peça-chave para calcular a qualidade do ar nas salas de aula.","São Paulo, SP, Brasil",2021-04-01,11:08:34,São Paulo
", Como estamos em relação aos óbitos por SRAG excedentes (fora do padrão histórico)? Vários conhecidos reportam que no atestado de óbito de familiares consta SRAG com Suspeita de Covid19. E conversando com funcionários da sec. da saúde, estes casos não contam como Covid19","Florianópolis, Brasil",2021-04-01,11:03:54,Florianópolis
"Brasil registra quase 4 mil mortes por Covid no dia e fecha pior mês da pandemia com 66,8 mil óbitos. BOLSONARO CUMPRINDO SUA META.","Belo Horizonte, Brasil",2021-04-01,11:10:57,Belo Horizonte
"Meu coração tá com buraquinhos depois dessa notícia, eu gostava tanto ele. Esse vírus tá levando pessoas maravilhosas, que ódio!! 😭😭","Rio de Janeiro, Brasil",2021-04-01,11:03:38,Rio de Janeiro
Hoje é seu dia.... #AgripinoDay,"Rio de Janeiro, Brasil",2021-04-01,11:08:03,Rio de Janeiro
Washington Post diz que Cuba pode se tornar uma potência de vacinas contra o coronavírus,"São José, Brasil",2021-04-01,11:11:09,São José
Segunda Páscoa da Covid-19 quebra turismo no RS,"São Paulo, Brazil",2021-04-01,11:09:02,São Paulo
Finalistas na categoria Mitigação da Covid-19 do Empreendedor Social do Ano vão à votação popular,"São Paulo, Brazil",2021-04-01,11:05:02,São Paulo
"O chefe Chico naoooooooooo, caralhooooo","Salvador, Brasil",2021-04-01,11:09:45,Salvador
Vá vá vc ainda e governado pq recebeu dinheiro do covid-19 e pode pagar as contas aí .,"Videira, Brasil",2021-04-01,11:13:01,Videira
COVID vai embora micróbio maldito 😥,"São José dos Campos, Brasil",2021-04-01,11:11:14,São José dos Campos
Finalistas na categoria Mitigação da Covid-19 do Empreendedor Social do Ano vão à votação popular #Brasil,"Barra dos Coqueiros, Brasil",2021-04-01,11:19:03,Barra dos Coqueiros
E não para de piorar; evidências de que a Covid-19 pode causar reinternação em 1/3 dos pacientes. Vai vendo!! Almost third of UK Covid hospital patients readmitted within four months,"Santos, Brasil",2021-04-01,11:18:53,Santos
#HoraTopTV &gt;:&gt; Pai de Yudi Tamashiro morre vítima da Covid-19 | #BBB21 #RedeBBB,"Salvador, Brasil",2021-04-01,11:13:13,Salvador
"Bom dia Brasil! Vamos sair dessa, vacina já! #COVID19","Rio de Janeiro , Brasil",2021-04-01,11:14:56,Rio de Janeiro
"As micro e pequenas empresas afetadas pelo agravamento da pandemia de covid-19 podem parcelar os débitos com o Simples Nacional até o fim de junho, com desconto na multa e nos juros.","Praia Grande, Brasil",2021-04-01,11:18:26,Praia Grande
"Tanta gente querida morrendo de covid, oh Deus! 😭😭","Salvador, Brasil",2021-04-01,11:18:26,Salvador
Segunda Páscoa da Covid-19 quebra turismo no RS,"Goiânia, Goiás, Brasil",2021-04-01,11:17:33,Goiânia Goiás
MAIS VAGAS / Adequações já estão sendo feitas para abrir o andar térreo #RC24h #CaboFrio #coronavirus,"Cabo Frio, Brasil",2021-04-01,11:14:34,Cabo Frio
Cidades do noroeste paulista fecham prainhas para tentar controlar casos da Covid-19,"Votuporanga, Brasil",2021-04-01,11:16:56,Votuporanga
"O governo desdenhou o vírus agora tá colhendo os frutos, 3 mil por dia. Melhor produção da história. Parabéns pra ele... Grande produtor de mortos da história. #pandemia #coronavirus","Porto Alegre, Brasil",2021-04-01,11:13:41,Porto Alegre
Morador de Valentim Gentil de 39 anos morre vítima da COVID-19,"Votuporanga, Brasil",2021-04-01,11:17:01,Votuporanga
coronavirus acabe pra eu usar uma roupa de pantera negra no carnaval,"Itajaí, Brasil",2021-04-01,11:12:53,Itajaí
"Como urubus em cima da carniça a iniciativa privada com apoio de desejam comprar a vacina COVID-19 e furarem a fila, passando por cima como trator dos cidadãos brasileiros. Fura-fila privado e ainda dizem que é ajuda. VERGONHOSO!","Mogi das Cruzes, Brasil",2021-04-01,11:11:33,Mogi das Cruzes
"Prefeito de Pitimbu/PB Jorge do Povão, morre vítima da covid-19","João Pessoa, Brasil",2021-04-01,11:18:16,João Pessoa
"Vai lá lavar as mãos, por favor? Todos nós agradecemos! #CoronaVírusNoBrasil","Macaé, RJ, Brasil",2021-04-01,11:19:26,Macaé
"e como dizem, o sistema não pode parar.","Belo Horizonte, Brasil",2021-04-01,11:17:08,Belo Horizonte
"O mais brilhante cientista no tratamento da COVID-19 é desprezado no mundo científico ocidental mas, é reconhecido no Senegal por ter salvo milhares de vida da gripe Chinesa.","Feira de Santana - BA, Brasil",2021-04-01,11:17:42,Feira de Santana
O Brasil de novo tendo repercussão internacional negativamente,"Goiás, Brasil",2021-04-01,11:11:22,Goiás
Ai depois vc tem q ver a reação se debatendo com o fato da China não registrar mais mortes 16 casos e eles isolam uma cidade,"São Vicente, Brasil",2021-04-01,11:17:58,São Vicente
"Um amigo perdeu o pai e a mãe pela Covid-19 em um mês. O que dizer a ele agora? Para ter esperança? Para seguir adiante com fé? Que vai passar? Esse sentimento de revolta está entornando. Perder as pessoas que você ama por consequência do autoritarismo, desgoverno, incompetência.","São Paulo, Brasil",2021-04-01,11:14:44,São Paulo
"Uma cidade inteira de Mariana, primeira capital de Minas, foi embora no Brasil por Covid-19 só no mês de março.","Belo Horizonte, Brasil",2021-04-01,11:15:21,Belo Horizonte
Feira de Santana registra mais 235 casos da Covid-19 e 3 óbitos,"Feira de Santana, Brasil",2021-04-01,11:22:59,Feira de Santana
Gente Vcs acreditou Qndo Apareceu A Postagem De Chico Pois eu não Pra Mim era 1° De Abril mais infelizmente Não Ih lá sem Vai mais uma Vítima De covid-19 Gente Vcs tão achando que esse vírus é brincadeira é.? Levem a sério gente pfvr Esse vírus não é brincadeira Se cuidem!🖤,"Salvador, Brasil",2021-04-01,11:25:46,Salvador
"Iniciativa privada, neste momento, que comprar a vacina COVID-19 está tirando das pessoas com co-morbidade, dos idosos, deficientes, etc... estão cooperando para manter a epidemia. Diz o velho ditado: farinha pouca, meu pirão primeiro.","Mogi das Cruzes, Brasil",2021-04-01,11:21:57,Mogi das Cruzes
"Para o amigo, o governador do Piauí assume que o tratamento precoce contra Covid-19 funciona, que, se utilizado, a doença não passa de uma gripe comum..., parabeniza-o por fazer direitinho o tratamento precoce... Mas pra população ele nega...","São Paulo, Brasil",2021-04-01,11:22:36,São Paulo
"#COVID19 O impacto do negacionismo científico no Brasil, sendo analisado na densidade populacional e territorial. #66mil pessoas morreram em março, número proporcionalmente maior que a população de 5.067 municípios do país. Indica que ocorreram em capitais e cidades médias.","Salvador, Brasil",2021-04-01,11:23:45,Salvador
1° de abril: o que é mentira ou verdade sobre a covid-19,"Belém, Brasil",2021-04-01,11:25:29,Belém
"aí gente, que triste. eu amava o Chefe Chico e outros personagens do Gesio Amadeu","Recife, Brasil",2021-04-01,11:21:36,Recife
Então... já nem podemos falar que o coronavirus é tão novo assim. Já está mais do que demonstrado que medidas de isolamento e cuidados com a higiene são uma arma poderoso.,"São José dos Campos, Brasil",2021-04-01,11:22:56,São José dos Campos
"COVID-19 no Mundo... França / população 62,6 milhões / 10,7 milhões doses vacina / 3o Lockdown decretado no último sábado ☹️☹️... França iniciou a vacinação em Dezembro e apresenta mesmo % do Brasil (Fonte G1)","Santo André, Brasil",2021-04-01,11:19:26,Santo André
A mentira que gostaria que fosse verdade é que o Covid-19 não existe mais. #DiaDaMentira,"Juiz de Fora, Brasil",2021-04-01,11:22:03,Juiz de Fora
"Força,vc não está só! Vou rezar por ele. TMJ!","Itupeva, Brasil",2021-04-01,11:25:12,Itupeva
Perdemos o Acaiabe...,"são paulo,Brazil",2021-04-01,11:25:04,são paulo
"Fizeram um monte de perguntas ao secretário municipal de Saúde da , mas não perguntaram quando as outras faixas etárias serão vacinadas. Esse #bdrj não tem conserto não depois que virou circo para dois apresentadores padrões #coronavirus #RJTV","Rio de Janeiro, Brasil",2021-04-01,11:24:33,Rio de Janeiro
"O ator João Acaiabe, de 79 anos, morreu na madrugada desta quinta-feira (1º) em São Paulo. Ele havia sido diagnosticado com Covid-19 e estava internado desde o último dia 15","São Paulo, Brasil",2021-04-01,11:20:41,São Paulo
Minha infância 😰😰,"Rio de Janeiro, Brasil",2021-04-01,11:22:30,Rio de Janeiro
"A COVID-19 não deu a mínima para a curva sazonal, bastou aumentar a mobilidade em setembro que ela descolou da curva e gerou uma onda monstruosa. Falei disso ainda em dezembro:","Caxias do Sul, Brasil",2021-04-01,11:24:15,Caxias do Sul
"Concursos suspensos em São Gonçalo: Provas para os certames das áreas de Educação e Administração que estavam marcadas nos dias 11 e 18 de abril, e o concurso da Guarda Municipal, previsto para 23 de maio, foram suspensos em função da pandemia de Covid-19","São Gonçalo, Brasil",2021-04-01,11:25:43,São Gonçalo
"É, minha infância vai se esvaindo com essas perdas","Campos dos Goytacazes, Brasil",2021-04-01,11:22:47,Campos dos Goytacazes
O Impeachment nunca é solução. É no máximo uma tentativa de evitar um mal maior. A derrocada de dilma pois o país numa eterna campanha eleitoral que agora usa a covid19 como arma. A oposição com auxilio da extrema-imprensa em crise de abstinência de poder apostam no caos.,"Fortaleza, Brasil",2021-04-01,11:22:56,Fortaleza
Isso é muito triste.....,"Rio de Janeiro, Brasil",2021-04-01,11:20:26,Rio de Janeiro
Ótima notícia! Uma pena que perdemos a oportunidade de adquirir 70mi de doses em agosto/2020,"Sao Paulo, Brazil",2021-04-01,11:25:31,Sao Paulo
"Sr , a Covid-19 não deu trégua em fevereiro. Faça o simples: continue seu trabalho, que por sinal até agora tem sido louvável, sem dar margens para que seu nome entre na lista dos hipócritas de plantão e sem deixar de cantar seu pagode favorito discretamente.","Rio de Janeiro, Brasil",2021-04-01,11:24:03,Rio de Janeiro
"Poxa, mais um grande que se vai por causa dessa maldita doença. Fez parte da minha infância!!!😢 Ator João Acaiabe, o Tio Barnabé do 'Sítio do Picapau Amarelo', morre vítima da Covid-19 em SP","São Paulo, Brasil",2021-04-01,11:22:31,São Paulo
Vacina da Pfizer oferece alta proteção contra variante sul-africana do coronavírus,"Sao Paulo, Brazil",2021-04-01,11:20:22,Sao Paulo
"Minha avó faleceu por covid-19 na noite passada. Para ser atendido, precisei fazer agendamento.","Araçatuba, Brasil",2021-04-01,11:26:31,Araçatuba
"""Em entrevista ao Correio Brasiliense, no último domingo, 28, o general apontou a possibilidade de uma terceira onda da COVID-19 no País nos próximos meses e defendeu lockdown, contrariando o que prega o presidente."" 🤦‍♀️","São Paulo, Brasil",2021-04-01,11:25:46,São Paulo
São Sebastião faz operação de 24h de combate à Covid-19,"Pindamonhangaba, Brasil",2021-04-01,11:19:53,Pindamonhangaba
"Ai o Vagabundo do fala que não tinha o que fazer! Claro que tem, ele que tocou o foda-se!!","São Paulo, Brasil",2021-04-01,11:20:07,São Paulo
"Essa doença é desgraçada de mais, pessoas inocentes morrem todos os dias... Morre hj um dos atores que marcaram a minha infância.","São Paulo, Brasil",2021-04-01,11:25:46,São Paulo
"""Em entrevista ao Correio Brasiliense, no último domingo, 28, o general apontou a possibilidade de uma terceira onda da COVID-19 no País nos próximos meses e defendeu lockdown, contrariando o que prega o presidente."" 🤦‍♀️","São Paulo, Brasil",2021-04-01,11:26:03,São Paulo
"Pra quem não sabe, Bolsonaro, o parça do #coronavirus, estimulou ontem o gado a se aglomerar! Novamente! Em plena pandemia!😡 #ImpeachmentSalvaVidas #BolsonaroNaCadeia","São Paulo, Brasil",2021-04-01,11:28:46,São Paulo
Araguaína garante apresentar um dos menores índices de letalidade para Covid-19 no Tocantins - Conexão Tocantins - Portal de Notícias,"Araguaína, Brasil",2021-04-01,11:29:45,Araguaína
Estado de SP encerra março com recorde de óbitos e casos por COVID-19. #coronavírus #covid19 #pandemia #picodecasos #saopaulo,"Guarulhos, Brasil",2021-04-01,11:29:20,Guarulhos
NAOOOOOOOOOOOOOII,"Belo Horizonte, Brasil",2021-04-01,11:27:51,Belo Horizonte
Tristeza demais...,"Brasília, Brasil",2021-04-01,11:30:28,Brasília
"#BolsonaroDay #BolsonaroGenocida DesGoverno Bolsonaro pagou influenciadores para defender atendimento precoce contra Covid-19, diz agência","Rio Branco, Acre, Brazil",2021-04-01,11:27:20,Rio Branco Acre
"Fiquei muito sentida,excelente ator! Mais uma vítima do desgoverno!","Itupeva, Brasil",2021-04-01,11:30:20,Itupeva
"Um arremedo de Bolsonaro | Melo ignorou os alertas do colapso da Covid-19 que matou 1,5 mil em 3 meses - Matinal Jornalismo","Porto Alegre, RS, Brasil",2021-04-01,11:30:11,Porto Alegre
"""Em entrevista ao Correio Brasiliense, no último domingo, 28, o novo general das FFAA, apontou a possibilidade de uma terceira onda da COVID-19 no País nos próximos meses e defendeu lockdown, contrariando o que prega o presidente."" 🤦‍♀️","São Paulo, Brasil",2021-04-01,11:29:17,São Paulo
A Anvisa aprovou a venda no mercado do 1º medicamento utilizado para intubação de pacientes com covid-19. Os chamados kits intubação são fundamentais para o atendimento de pacientes com covid-19 em estado grave.,"São Paulo, Brasil",2021-04-01,11:27:12,São Paulo
AM confirma 1.313 novos casos de Covid-19 e 18 óbitos pela doença nessa quarta-feira,"Manaus, Brasil",2021-04-01,11:28:43,Manaus
"🚑😷 A Juventus informa que Merih Demiral testou positivo a Covid-19 no dia 26 de março, enquanto estava com a seleção turca, retornou hoje a Turim em voo médico liberado pelas autoridades sanitárias e irá permanecer em isolamento no JHotel","Rio de Janeiro, Brasil",2021-04-01,11:32:10,Rio de Janeiro
São Sebastião segue com prevenções contra Covid-19 e realiza barreira sanitária,"Pindamonhangaba, Brasil",2021-04-01,11:28:34,Pindamonhangaba
A pandemira do Covid-19 fora de controle,"Borrazópolis, Brasil",2021-04-01,11:32:03,Borrazópolis
"A covid-19 infelizmente existe. Porém temos que ter empatia para descobrir que temos duas mãos: uma para passar álcool em gel na outra , e as duas pra colocar a máscara é ajudar o próximo. Belo Horizonte/MG #falabrasil","Belo Horizonte, Brasil",2021-04-01,11:37:58,Belo Horizonte
"No 1º de abril, veja as mentiras sobre a Covid-19 #bnews","Salvador, Bahia, Brasil",2021-04-01,11:35:04,Salvador Bahia
"RS, SC, PR, MG, AM e RO, em três meses, têm mais vidas perdidas por Covid-19 do que em 2020 inteiro. Já passou da hora de acordar! #VacinaParaTodosJa","Rio de Janeiro, RJ, Brasil",2021-04-01,11:35:42,Rio de Janeiro
Será que vai ter vacina para que eles consigam comprar? Vamos ver.,"Juiz de Fora, Brasil",2021-04-01,11:34:22,Juiz de Fora
o brasil deles,"Rio de Janeiro, Brasil",2021-04-01,11:33:25,Rio de Janeiro
"É impressão minha ou estes Lockdowns que governadores e prefeitos decretaram está piorando e aumentando o número de internados, intubados e mortos...","Porto Alegre, Brasil",2021-04-01,11:32:54,Porto Alegre
"Bom dia! Novo mês surgindo nas montanhas de Minas Gerais, que o mês de Abril seja um mês com notícias maravilhosas, que a luta contra o covid-19 continue e que tenhamos vitórias e pessoas curadas e vacinadas. Que todos tenham seu emprego normalizado! 🙏🏼🙌🏻🌞","Bambuí, Brasil",2021-04-01,11:37:46,Bambuí
"Vacina, vacina e vacina! Hoje segue a campanha de vacinação contra a Covid-19 em Aparecida na população acima de 64 anos. Procure um dos postos de vacinação. #VacinaAparecida","Aparecida de Goiânia, Brasil",2021-04-01,11:37:33,Aparecida de Goiânia
"Nossa que merda, sério isso?","Rio Grande do Sul, Brasil",2021-04-01,11:37:00,Rio Grande do Sul
Conecte ao seu time de coração com a Ultravelocidade da Link7 Internet e concorra a camisas oficiais! .⠀⠀⠀⠀⠀⠀⠀⠀ #link7internet #coronavirus #link7 #aplicativolink7 #ultravelocidade #internetultravelocidade #internet #provedor #fibraoptica #bandalarga,"Sete Lagoas, Brasil",2021-04-01,11:38:35,Sete Lagoas
Em 05/08/20 a Covid-19 levou o Gésio Amadeu. Hoje ela levou o João Acaiabe. O 1º foi o Chefe Chico da 1ª versão de Chiquititas e Tio Barnabé da 2ª versão do Sítio do Pica-pau Amarelo. O 2º foi o Chico da 2ª versão de Chiquititas e o Barnabé da última temporada do 2º Sítio.,"Manaus, Amazonas, Brasil",2021-04-01,11:37:34,Manaus Amazonas
"Entre as mentiras mais graves ditas por Jair Bolsonaro estão a ""gripezinha"" ""isolamento social não salva vidas"" e a divulgação de Cloroquina para tratamento de covid-19 sem comprovação de sua eficácia. (2/3)","Belo Horizonte, Brasil",2021-04-01,11:37:24,Belo Horizonte
"Dólar a 1,99 Gasolina a 3,00 Kit Gay Ditadura comunista Livre mercado é bom Ivermectina e cloroquina previne Covid-19 #BolsonaroDay , Só algumas das maiores mentiras desse crápula","Santo André, Brasil",2021-04-01,11:33:21,Santo André
Porque a veia tá amarrada man?,"Caarapó, Brasil",2021-04-01,11:36:07,Caarapó
"Recebi desde ontem mas não POSTEI por não saber a cidade. Vc sabe, ? #COVID19 virou mesmo UM BOM NEGÓCIO 💰💰💰💰😠😠😠😠","Marataízes, Brasil",2021-04-01,11:34:31,Marataízes
"O ator João Acaiabe morreu de Covid-19 na noite da última quarta-feira (31), em São Paulo. O artista é conhecido por interpretar os personagens Tio Barnabé do ""Sítio do Picapau Amarelo"" e Chico na novela ""Chiquititas"". #JoãoAcaiabe #Covid19","São Paulo, Brasil",2021-04-01,11:35:58,São Paulo
"cara fiquei malzona, tio barnabé e chico minha infância vei🥺🥺🥺","Goiânia, Brasil",2021-04-01,11:38:04,Goiânia
"Precisamos de todas... Muito provavelmente a vacinação contra o coronavirus vai ser como a da gripe, anual","Santo Antônio de Jesus, Brasil",2021-04-01,11:36:21,Santo Antônio de Jesus
Conecte ao seu time de coração com a Ultravelocidade da Link7 Internet e concorra a camisas oficiais! .⠀⠀ #link7internet #coronavirus #link7 #aplicativolink7 #ultravelocidade #bandalarga #internetultravelocidade #internet #provedor #fibraoptica,"Sete Lagoas, Brasil",2021-04-01,11:36:39,Sete Lagoas
"Pfizer e BioNTech disseram que a vacina contra covid-19 que desenvolveram é 91% eficaz contra a doença, de acordo com dados atualizados de estudo clínico que incluiu voluntários vacinados por até seis meses, (...)","Praia Grande, Brasil",2021-04-01,11:36:50,Praia Grande
Política do RJ em um tweet,"Foz do Iguaçu, Brasil",2021-04-01,11:34:06,Foz do Iguaçu
que não seja fake news de aprils fool,"Ribeirão Preto, Brasil",2021-04-01,11:37:07,Ribeirão Preto
gratidão coronavirus🥰💜até algum familiar ou vc morrer🥰,"Espírito Santo, Brasil",2021-04-01,11:35:13,Espírito Santo
"Bem amigão , tomei a vacina da astraZeneca, foi pressionado por meus filhos, tive o miserável coronavirus é uma doença terrível, por minha vontade não teria tomado é uma decisão bem difícil e vc quem decide OK, um forte abraço!!!","Manaus, Brasil",2021-04-01,11:35:15,Manaus
Dia da Mentira: conheça cinco dicas para identificar notícias falsas sobre covid-19,"Belém, Brasil",2021-04-01,11:39:28,Belém
""" Tio Barnabé, fumando seu Cachimbo ele é, o nosso preto velho"". 🎶","Itabuna, Brasil",2021-04-01,11:44:11,Itabuna
"Chico de Chiquititas, João Acaiabe morre aos 76 anos em decorrência da Covid-19","São Paulo, Brasil",2021-04-01,11:44:12,São Paulo
Coronavírus hoje: Brasil registra quase 4 mil mortes em um dia e ministro da Saúde pede que população evite aglomerações na Semana Santa,"São Paulo, Brasil",2021-04-01,11:44:19,São Paulo
BRASIL NÃO É O TERCEIRO PAÍS QUE MAIS VACINA.#coronavirus #Covid19 #foraBolsonaro #vacina,"Belo Horizonte, Brasil",2021-04-01,11:43:46,Belo Horizonte
Tipo de notícia q me alegra,"Belém, Brasil",2021-04-01,11:44:33,Belém
"Médica cria ""Prontuário Afetivo"" personalizado para pacientes graves em UTI de Covid-19 e ação do bem viraliza - Vogue | atualidades “O bom médico trata as doenças, mas o grande médico trata o paciente”. WO","Rio de Janeiro, Brasil",2021-04-01,11:41:24,Rio de Janeiro
bom dia pra quem ??? 🤡🤡🤡,"Niterói, Brasil",2021-04-01,11:44:09,Niterói
"Pior do que isso, o Brasil respondeu por um terço de todas as mortes por Covid19 no mundo, mesmo tendo menos de 3% da população mundial.","Guaxupé, Brasil",2021-04-01,11:40:15,Guaxupé
jovens a partir de 16 anos ja vao poder se vacinar a partir do dia 15 desse mês em WA q odio 😭😭😭😭😭,"Ceará, Brazil",2021-04-01,11:38:51,Ceará
"Entre as mentiras mais graves ditas por Jair Bolsonaro estão a ""gripezinha"" ""isolamento social não salva vidas"" e a divulgação de Cloroquina para tratamento de covid-19 sem comprovação de sua eficácia. (2/3)","Belo Horizonte, Brasil",2021-04-01,11:39:25,Belo Horizonte
O chefe Chico n vai mais cozinhar 😭,"Caldas Novas, Brasil",2021-04-01,11:40:03,Caldas Novas
"São Paulo tem o dobro da população de Minas Gerais e 10x mais mortes. Rio Grande do Sul tem metade da população de Minas Gerais e 3X mais mortes. Só uma coincidência, claro...","Belo Horizonte, Brasil",2021-04-01,11:41:56,Belo Horizonte
Ministério da Saúde prevê envio de doses a partir desta quinta para iniciar vacinação contra a covid-19 em profissionais da segurança pública,"Pernambuco, Brasil",2021-04-01,11:42:01,Pernambuco
"Com as mortes do João Acaiabe e do Gesio Amadeu, o covid-19 levou embora os dois ""chef chico"" de Chiquititas. 😢","São Paulo, Brasil",2021-04-01,11:43:50,São Paulo
Prefeitura do Paulista inaugura mais um ambulatório de Covid-19 na cidade,"Recife, Brasil",2021-04-01,11:39:06,Recife
Caiado anuncia a chegada de mais 266.800 mil novas doses de vacina contra Covid ao Estado,"Rio Verde, Brasil",2021-04-01,11:41:13,Rio Verde
Março se torna o mês em que mais pacientes com Covid-19 ou suspeita morreram à espera de um leito de UTI no RN,"Rio Grande do Norte, Brasil",2021-04-01,11:42:26,Rio Grande do Norte
o local de vacinar contra covid-19 aqui em BH,"Belo Horizonte, Brasil",2021-04-01,11:40:51,Belo Horizonte
Vacina da Pfizer oferece alta proteção contra variante sul-africana do coronavírus,"São Paulo, Brasil",2021-04-01,11:42:41,São Paulo
"João Acaiabe, o Tio Barnabé do 'Sítio do Picapau Amarelo', morre vítima da Covid-19 em SP. 🗞️ G1","Londrina, Brasil",2021-04-01,11:44:13,Londrina
Parabéns palhaço midiático! #AgripinoDay,"Rio de Janeiro, Brasil",2021-04-01,11:39:43,Rio de Janeiro
Ministério da Saúde prevê envio de doses a partir desta quinta para iniciar vacinação contra a covid-19 em profissionais da segurança pública,"Pernambuco, Brasil",2021-04-01,11:42:45,Pernambuco
"11,5 pro influenciador (já rico) fazer marketing do kit fake e 300 reais para a família pobre sobreviver. Isso é o Brasil! #Brasil #COVID19 #coronavirus","Santa Maria, Brasil",2021-04-01,11:44:17,Santa Maria
Lamentável...,"Rio de Janeiro, Brasil",2021-04-01,11:42:45,Rio de Janeiro
"Recebi desde ontem mas não POSTEI por não saber a cidade. Vc sabe, ? #COVID19 virou mesmo UM BOM NEGÓCIO 💰💰💰💰😠😠😠😠","Marataízes, Brasil",2021-04-01,11:40:39,Marataízes
"14 países, entre eles EUA, Reino Unido e Israel, assinaram nota conjunta manifestando preocupação sobre o inquérito da OMS que trata da origem do coronavirus. Eles pedem uma avaliação transparente e independente. A imprensa daqui vendida para a China ficou quieta.","Fortaleza, Brasil",2021-04-01,11:41:14,Fortaleza
"Variante de Sorocaba, me evocou aquele personagem ilustre da mesma cidade.","Espírito Santo, Brasil",2021-04-01,11:40:48,Espírito Santo
Cabo Frio prepara o Hospital de Tamoios para receber casos de Covid-19 Adequações já estão sendo feitas para abrir o andar térreo. Leia esta e outras reportagens no,"Tamoios, Cabo Frio, Brasil",2021-04-01,11:49:16,Tamoios Cabo Frio
As mentiras de Bolsonaro se acumulam na mesma velocidade que as mortes por Covid-19 no Brasil. #DiaDaMentira,"Brasília, Brasil",2021-04-01,11:49:22,Brasília
"Aí gente q coisa triste, ele marcou minha infânciaaaa,q ele descanse em paz...❤️😔🥺","Rio de Janeiro, Brasil",2021-04-01,11:46:10,Rio de Janeiro
Como as vacinas contra COVID-19 ficaram prontas tão rápido?,"Santos, Brasil",2021-04-01,11:45:54,Santos
